"public_traded","ticker","exchange","market_cap","revenue","no_employes","founding_date","location","related_domains","domain"
" No ","  ","  ","  ","  ","  "," 1981 "," Wigan, England "," schuh.co.uk ","schuh.co.uk"
" No ","  ","  ","  ","  ","  "," 1998 "," Salt Lake City, Utah "," etrailer.com, etrailergroup.com ","etrailer.com"
" Yes "," ROS "," Xetra "," €11.25 billion "," €11.04 billion "," 57,000 "," 1972 "," Burgwedel, Germany "," rossmann.de, rossmann.pl, rossmann.hu, rossmann.cz, rossmann.sk, rossmann.si, rossmann.hr, rossmann.bg, rossmann.al, rossmann.ro, rossmann.gr, rossmann.cy, rossmann.es, rossmann.pt, rossmann.it, rossmann.fr, rossmann.be, rossmann.nl, rossmann.lu, rossmann.ie, rossmann.uk, rossmann.dk, rossmann.se, rossmann.no, rossmann.fi, rossmann.ee, rossmann.lv, rossmann.lt, rossmann.by, rossmann.ua, rossmann.kz, rossmann.uz, rossmann.kg, rossmann.tj, rossmann.tm, rossmann.cn, rossmann.jp, rossmann.us, rossmann.ca, rossmann.mx, rossmann.br, rossmann.ar, rossmann.cl, rossmann.pe, rossmann.co, rossmann.ve, rossmann.ec, rossmann.py, rossmann.uy, rossmann.bo, rossmann.pa, rossmann.sv, rossmann.hn, rossmann.ni, rossmann.cr, rossmann.gt, rossmann.bz, rossmann.jm, rossmann.tt, rossmann.ag, rossmann.kn, rossmann.lc, rossmann.vc, rossmann.gd, rossmann.bb, rossmann.dm, rossmann.sr, rossmann.gy, rossmann.fk, rossmann.gs, rossmann.sh, rossmann.tc, rossmann.vg, rossmann.bm, rossmann.bq, rossmann.cw, rossmann.sx ","rossmann.de"
" No ","  ","  ","  ","  ","  "," 1960 "," Delaware, Ohio "," jegs.com ","jegs.com"
" No ","  ","  ","  ","  ","  "," 2013 "," Shenzhen, China "," oneplus.com, oneplus.net, oneplus.in, oneplus.eu ","oneplus.com"
" No ","  ","  ","  ","  ",NA," 2010 "," Austin, Texas "," silencershop.com ","silencershop.com"
" No ","  ","  ","  "," $4.4 billion (2019) "," 32,000 (2019) "," 1960 "," Matthews, North Carolina, United States "," harristeeter.com, harristeetercareers.com, harristeeter.jobs, harristeeter.com.edgesuitecdn.com, harristeeter.com.edgesuite.net ","harristeeter.com"
" No ","  ","  ","  ","  ","  "," 1984 "," Cleveland, Ohio "," arhaus.com, arhausblog.com, arhaushome.com, arhaushomefurnishings.com, arhausoutlet.com, arhausstudio.com, arhaususa.com ","arhaus.com"
" No ","  ","  ","  ","  ","  "," 1943 "," Hudson, Ohio, United States "," joann.com, joannfabrics.com, joann.ca, joannstores.com ","joann.com"
" Yes "," SDRY "," London Stock Exchange "," £1.3 billion "," £858.5 million "," 2,500 "," 1985 "," Cheltenham, United Kingdom "," superdry.com, superdry.co.uk, superdry.de, superdry.fr, superdry.es, superdry.it, superdry.nl, superdry.be, superdry.lu, superdry.at, superdry.ch, superdry.se, superdry.dk, superdry.fi, superdry.no ","superdry.com"
" No ","  ","  ","  ","  ",NA," 2008 "," Los Angeles, California "," fwrd.com ","fwrd.com"
" No ","  ","  ","  ","  ","  "," 1989 "," Ho Chi Minh City, Vietnam "," dienmaycholon.vn, dienmaycholon.com, dienmaycholon.com.vn, dienmaycholonhcm.vn, dienmaycholon.net, dienmaycholon.org, dienmaycholon.info, dienmaycholon.biz, dienmaycholon.co.uk, dienmaycholon.com.sg, dienmaycholon.com.my, dienmaycholon.ph, dienmaycholon.id, dienmaycholon.th, dienmaycholon.com.kh, dienmaycholon.la, dienmaycholon.mm, dienmaycholon.cn, dienmaycholon.jp, dienmaycholon.kr, dienmaycholon.tw, dienmaycholon.hk, dienmaycholon.mo, dienmaycholon.macau ","dienmaycholon.vn"
" No ","  ","  ","  ","  ","  "," 1997 "," City of Industry, California "," evike.com, evike.eu, evike.asia, evike.com.hk ","evike.com"
" No ","  ","  ",NA,NA,"  "," 1919 "," St. Joseph, Michigan, United States "," kitchenaid.com ","kitchenaid.com"
" No ","  ","  ","  ","  ","  "," 1994 "," Fort Wayne, Indiana "," americanfreight.com, americanfreightfinancing.com, americanfreightcareers.com ","americanfreight.com"
" No ","  ","  ","  ","  ","  "," 1928 "," Greenland, New Hampshire, United States "," colehaan.com, colehaanfootwear.com, colehaanoutlet.com, colehaan.co.uk, colehaan.ca, colehaan.com.hk, colehaan.com.mx, colehaan.com.au, colehaan.jp, colehaan.cn, colehaan.kr, colehaan.com.tr, colehaan.com.sg, colehaan.com.my, colehaan.co.nz, colehaan.com.ph, colehaan.co.th, colehaan.com.tw, colehaan.com.vn, colehaan.com.id, colehaan.com.ar, colehaan.com.co, colehaan.com.cl, colehaan.com.pe, colehaan.com.ec, colehaan.com.uy, colehaan.com.py, colehaan.com.bo, colehaan.com.do, colehaan.com.sv, colehaan.com.gt, colehaan.com.hn, colehaan.com.ni, colehaan.com.cr, colehaan.com.pa, colehaan.com.ve, colehaan.com.br ","colehaan.com"
" No ","  ","  ","  ","  ","  "," 1978 "," Milan, Italy "," versace.com, versacejeanscouture.com, atelierversace.com, versacehome.com, versacekids.com, versacesilverware.com ","versace.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Emeryville, California "," merchbar.com ","merchbar.com"
" No ","  ","  ","  ","  ","  "," 1988 "," Brookfield, Wisconsin, United States "," batteriesplus.com, batteriesplusfranchise.com, batteriesplus.ca, batteriesplus.com.mx ","batteriesplus.com"
" No ","  ","  ","  ","  ","  "," 2011 "," New York City "," westwing.com, westwingnow.com, westwinghome.com, westwingcollection.com ","westwing.de"
" No ","  ","  ","  ","  ","  "," 1995 "," Dallas, Texas, U.S. "," shopmyexchange.com, myexchange.com, shopcgx.com ","shopmyexchange.com"
" No ","  ","  ","  ","  ","  "," 2012 "," Paris, France "," manomano.com, manomano.co.uk, manomano.es, manomano.de, manomano.it ","manomano.de"
" No ","  ","  ","  ","  ","  "," 1954 "," New York City, New York "," anntaylor.com, loft.com, louandgrey.com, louandgrey.ca, anntaylorfactory.com, anntaylorloft.com, anntaylorloftfactory.com ","anntaylor.com"
" No ","  ","  ","  ","  ","  "," 1983 "," Roswell, Georgia, United States "," hdsupplysolutions.com ","hdsupplysolutions.com"
" Yes "," PTON "," Nasdaq "," $10.23B "," $1.26B "," 3,700 "," 2012 "," New York City, NY "," onepeloton.com, onepeloton.co.uk, onepeloton.de, onepeloton.ca, onepeloton.com.au ","onepeloton.com"
" No ","  ","  ","  ","  ",NA," 2003 "," Edison, New Jersey "," appliancesconnection.com ","appliancesconnection.com"
" No ","  ","  ","  ","  ","  ","  ","  ","  ","galeria.de"
" No ","  ","  ","  ","  ","  "," 1976 "," Los Angeles, California "," lampsplus.com ","lampsplus.com"
" No ","  ","  ","  ","  ","  "," 1982 "," Fort Wayne, Indiana, U.S. "," verabradley.com ","verabradley.com"
" No ","  ","  ","  ","  ","  "," 1958 "," Glendale, California "," ihop.com, ihopfranchise.com, ihopcareers.com ","ihop.com"
" Yes "," CWH "," NYSE "," $2.28B "," $6.1B "," 12,000 "," 1966 "," Lincolnshire, IL "," campingworld.com, ganderoutdoors.com, rvusa.com, goodsam.com, goshencampingcenter.com, thecampingtrailerstore.com, rvtrader.com, popupparadise.com, rvwholesalers.com, rvs.com, rvliquidators.com, rvonline.com, rvshopper.com, rvt.com, rvusa.com, usedrvs.com ","campingworld.com"
" No ","  ","  ","  ","  ","  "," 1860 "," Brockton, Massachusetts, United States "," shaws.com, shawsmarkets.com, shawscareers.com, shawssupermarkets.com, shawsdelivers.com, shawsfamily.com, shawsmarket.com, shaws.net, shaws.org, shawssupermarkets.net, shawssupermarkets.org, shawsmarket.net, shawsmarket.org, shawsdelivers.net, shawsdelivers.org, shawscareers.net, shawscareers.org, shawsfamily.net, shawsfamily.org ","shaws.com"
" No ","  ","  ","  ","  ","  "," 1993 "," Royston, Hertfordshire, United Kingdom "," hotelchocolat.com, hotelchocolat.co.uk, myhotelchocolat.com, hotelchocolat.jp, hotelchocolat.de, hotelchocolat.fr, hotelchocolat.com.au, hotelchocolat.com.hk, hotelchocolat.sg, hotelchocolat.ae ","hotelchocolat.com"
" No ","  ","  ","  ","  ","  "," 1964 "," Croydon, United Kingdom "," superdrug.com, superdrug.ie, superdrug.com.cy, superdrug.gr ","superdrug.com"
" No ","  ","  ","  ","  ","  "," 2004 "," Manchester, United Kingdom "," myprotein.com, myvegan.com, bulkpowders.co.uk, myvitamins.com, thehutgroup.com ","myprotein.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Skelmersdale, Lancashire, United Kingdom "," victorianplumbing.co.uk, victorianplumbing.ie, victorianplumbing.com ","victorianplumbing.co.uk"
" Yes "," BRBY "," London Stock Exchange "," £8.3 billion "," £2.8 billion "," 10,000 "," 1856 "," London, United Kingdom "," burberry.com, burberryplc.com, burberrycareers.com, burberry.co.uk, burberryusa.com, burberry.de, burberry.fr, burberry.it, burberry.es, burberry.jp, burberry.cn, burberry.kr, burberry.com.au ","burberry.com"
" No ","  ","  ","  ","  ",NA," 1998 "," London, United Kingdom "," freeads.co.uk ","freeads.co.uk"
" No ","  ","  ","  ","  ","  "," 2006 "," Austin, Texas "," yeticoolers.com, yeti.com, yetioutdoors.com, yetiramsey.com, yetiworkwear.com, yetihome.com, yetiapparel.com ","yeti.com"
" No ","  ","  ","  ","  ","  "," 2005 "," Corona, California, United States "," 511tactical.com, 511tactical.eu, 511tactical.co.uk ","511tactical.com"
" No ","  ","  ","  ","  ",NA," 2013 "," London, UK "," charlottetilbury.com, charlottetilburybeauty.com, charlottetilburymakeup.com ","charlottetilbury.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Munich, Germany "," zooplus.com, zooplus.de, zooplus.co.uk, zooplus.fr, zooplus.es, zooplus.it, zooplus.nl, zooplus.be, zooplus.at, zooplus.ch, zooplus.se, zooplus.dk, zooplus.no, zooplus.fi, zooplus.ee, zooplus.lv, zooplus.lt, zooplus.pl, zooplus.cz, zooplus.sk, zooplus.hu, zooplus.ro, zooplus.bg, zooplus.hr, zooplus.si, zooplus.gr, zooplus.cy, zooplus.mt, zooplus.lu, zooplus.ie, zooplus.pt, zooplus.dk ","zooplus.de"
" No ","  ","  ","  ","  ","  "," 2014 "," San Francisco, CA, United States "," mejuri.com, mejuri.ca, mejuri.co.uk, mejuri.fr, mejuri.de, mejuri.eu, mejuri.it, mejuri.es, mejuri.se, mejuri.nl, mejuri.be, mejuri.lu, mejuri.at, mejuri.ch, mejuri.dk, mejuri.no, mejuri.fi, mejuri.pt, mejuri.ie, mejuri.hk, mejuri.sg, mejuri.my, mejuri.th, mejuri.id, mejuri.ph, mejuri.vn, mejuri.kr, mejuri.jp, mejuri.tw, mejuri.cn, mejuri.com.au, mejuri.nz, mejuri.mx, mejuri.co, mejuri.cl, mejuri.pe, mejuri.ar, mejuri.uy, mejuri.py, mejuri.bo, mejuri.ec, mejuri.co.nz, mejuri.com.ar, mejuri.com.mx, mejuri.com.co, mejuri.com.pe, mejuri.com.ec, mejuri.com.uy, mejuri.com.py, mejuri.com.bo, mejuri.com.cl, mejuri.co.jp, mejuri.co.kr, mejuri.co.th, mejuri.co.id, mejuri.co.ph, mejuri.co.vn, mejuri.co.my, mejuri.co.sg, mejuri.co.hk, mejuri.co.tw, mejuri.co.cn, mejuri.co.nz, mejuri.co.au, mejuri.eu.com, mejuri.com.hk, mejuri.com.sg, mejuri.com.my, mejuri.com.th, mejuri.com.id, mejuri.com.ph, mejuri.com.vn, mejuri.com.kr, mejuri.co.jp, mejuri.co.tw, mejuri.co.cn, mejuri.co.nz, mejuri.co.au ","mejuri.com"
" No ","  ","  ","  ","  ","  "," 2017 "," Stockholm, Sweden "," sklum.com ","sklum.com"
" No ","  ","  ","  ","  ","  "," 1968 "," New York City, New York, United States "," clinique.com, clinique.co.uk, clinique.ca, clinique.com.au, clinique.de, clinique.fr, clinique.it, clinique.es, clinique.nl, clinique.be, clinique.lu, clinique.at, clinique.ch, clinique.se, clinique.dk, clinique.fi, clinique.no, clinique.pl, clinique.cz, clinique.sk, clinique.hu, clinique.ro, clinique.bg, clinique.rs, clinique.hr, clinique.si, clinique.ua, clinique.kz, clinique.ru, clinique.by, clinique.am, clinique.ge, clinique.az, clinique.uz, clinique.kg, clinique.tj, clinique.tm, clinique.mn, clinique.cn, clinique.hk, clinique.tw, clinique.sg, clinique.my, clinique.th, clinique.id, clinique.vn, clinique.ph, clinique.kh, clinique.la, clinique.mm, clinique.bd, clinique.np, clinique.pk, clinique.lk, clinique.mv, clinique.ae, clinique.sa, clinique.kw, clinique.om, clinique.bh, clinique.qa, clinique.lb, clinique.jo, clinique.iq, clinique.sy, clinique.ye, clinique.sd, clinique.dj, clinique.er, clinique.so, clinique.ke, clinique.tz, clinique.ug, clinique.rw, clinique.bi, clinique.cd, clinique.ao, clinique.mz, clinique.zm, clinique.zw, clinique.na, clinique.bw, clinique.ls, clinique.sz, clinique.za, clinique.mx, clinique.co, clinique.pe, clinique.cl, clinique.ar, clinique.uy, clinique.py, clinique.br, clinique.ec, clinique.bo, clinique.ve, clinique.tt, clinique.jm, clinique.pr, clinique.do, clinique.ht, clinique.cu, clinique.pa, clinique.cr, clinique.ni, clinique.hn, clinique.sv, clinique.gt, clinique.bz, clinique.mx, clinique.co, clinique.pe, clinique.cl, clinique.ar, clinique.uy, clinique.py, clinique.br, clinique.ec, clinique.bo, clinique.ve, clinique.tt, clinique.jm, clinique.pr, clinique.do, clinique.ht, clinique.cu, clinique.pa, clinique.cr, clinique.ni, clinique.hn, clinique.sv, clinique.gt, clinique.bz ","clinique.com"
" No ","  ","  ","  ","  ","  "," 1987 "," Milpitas, California, United States "," sierra.com ","sierra.com"
" No ","  ","  ","  ","  ","  "," 1994 "," Hamburg, Germany "," reichelt.de, reichelt.com, reichelt.at, reichelt.ch, reichelt.nl, reichelt.be, reichelt.fr, reichelt.it, reichelt.es, reichelt.pt, reichelt.se, reichelt.dk, reichelt.no, reichelt.fi, reichelt.ee, reichelt.lv, reichelt.lt, reichelt.pl, reichelt.cz, reichelt.sk, reichelt.hu, reichelt.ro, reichelt.bg, reichelt.gr, reichelt.cy, reichelt.mt, reichelt.lu, reichelt.ie, reichelt.uk ","reichelt.de"
" Yes "," ZAL "," Frankfurt Stock Exchange "," €13.3 billion "," €10.3 billion "," 17,000 "," 2008 "," Berlin, Germany "," zalando.com, zalandolounge.com, zalandomediasolutions.com, zms.zalando.com, zalandoprivee.de, zalandooutlet.de, zalandolounge.de, zalandomediagroup.com, zmsblog.com, zalandoretailer.net, zalandoretailer.com, zalandomedia.com, zalandoprivee.fr, zalando.pl, zalandolounge.pl, zalandoprivee.it, zalando.it, zalando.co.uk, zalandolounge.co.uk, zalandoprivee.co.uk, zalando.nl, zalandolounge.nl, zalandoprivee.nl, zalando.be, zalandolounge.be, zalandoprivee.be, zalando.at, zalandolounge.at, zalandoprivee.at, zalando.ch, zalandolounge.ch, zalandoprivee.ch, zalando.se, zalandolounge.se, zalandoprivee.se, zalando.fi, zalandolounge.fi, zalandoprivee.fi, zalando.dk, zalandolounge.dk, zalandoprivee.dk, zalando.no, zalandolounge.no, zalandoprivee.no, zalando.ie, zalandolounge.ie, zalandoprivee.ie, zalando.lu, zalandolounge.lu, zalandoprivee.lu, zalando.si, zalandolounge.si, zalandoprivee.si, zalando.hr, zalandolounge.hr, zalandoprivee.hr, zalando.ba, zalandolounge.ba, zalandoprivee.ba, zalando.rs, zalandolounge.rs, zalandoprivee.rs, zalando.mk, zalandolounge.mk, zalandoprivee.mk, zalando.bg, zalandolounge.bg, zalandoprivee.bg, zalando.ro, zalandolounge.ro, zalandoprivee.ro, zalando.gr, zalandolounge.gr, zalandoprivee.gr, zalando.cy, zalandolounge.cy, zalandoprivee.cy, zalando.ee, zalandolounge.ee, zalandoprivee.ee, zalando.lv, zalandolounge.lv, zalandoprivee.lv, zalando.lt, zalandolounge.lt, zalandoprivee.lt, zalando.hu, zalandolounge.hu, zalandoprivee.hu, zalando.sk, zalandolounge.sk, zalandoprivee.sk, zalando.cz, zalandolounge.cz, zalandoprivee.cz, zalando.si, zalandolounge.si, zalandoprivee.si, zalando.hr, zalandolounge.hr, zalandoprivee.hr, zalando.ba, zalandolounge.ba, zalandoprivee.ba, zalando.rs, zalandolounge.rs, zalandoprivee.rs, zalando.mk, zalandolounge.mk, zalandoprivee.mk, zalando.bg, zalandolounge.bg, zalandoprivee.bg, zalando.ro, zalandolounge.ro, zalandoprivee.ro, zalando.gr, zalandolounge.gr, zalandoprivee.gr, zalando.cy, zalandolounge.cy, zalandoprivee.cy, zalando.com.tr, zalandolounge.com.tr, zalandoprivee.com.tr ","zalando.at"
" No ","  ","  ","  ","  ","  "," 2010 "," Austin, Texas "," swappa.com, swappa.com.au, swappa.co.uk, swappa.ca, swappa.de, swappa.fr, swappa.es, swappa.it, swappa.nl, swappa.se ","swappa.com"
" No ","  ","  ",NA,NA,"  "," 2000 "," Fairfax, Virginia, United States "," customink.com, customink.co.uk, customink.ca, customink.ie, customink.com.au ","customink.com"
" No ","  ","  ","  ","  ","  "," 2002 "," Scottsdale, Arizona "," sdbullion.com, sdbullion.ca ","sdbullion.com"
" No ","  ","  ","  ","  ","  "," 1920 "," New York City, New York "," scholastic.com, scholastic.ca, scholastic.co.uk, scholastic.com.au, scholastic.co.nz, scholastic.asia, scholastic.com.mx, scholastic.com.co, scholastic.com.pe, scholastic.com.ar, scholastic.com.br, scholastic.com.ec, scholastic.com.uy, scholastic.com.ve, scholastic.com.do, scholastic.com.pa, scholastic.com.cr, scholastic.com.ni, scholastic.com.gt, scholastic.com.hn, scholastic.com.sv, scholastic.com.bz ","scholastic.com"
" No ","  ","  ","  ","  ","  "," 2011 "," New York City, New York "," bespokepost.com, bespokepost.co.uk, bespokepost.ca, bespokepost.eu, bespokepost.com.au ","bespokepost.com"
" Yes "," LULU "," NASDAQ "," $40.03B "," $6.44B "," 40,000 "," 1998 "," Vancouver, Canada "," lululemon.com, lululemonathletica.com, ivivva.com, mirrorhome.com, lululemonlab.com, lululemon.eu, lululemon.co.uk, lululemon.de, lululemon.fr, lululemon.ca, lululemon.com.hk, lululemon.jp, lululemon.com.tw, lululemon.com.sg, lululemon.com.au, lululemon.co.nz ","lulu.com"
" No ","  ","  ","  ","  ","  "," 1998 "," Cincinnati, Ohio "," lids.com, lids.ca, lidslockerroom.com, lids.com.mx, lids.eu, lids.co.uk ","lids.com"
" No ","  ","  ","  ","  ","  "," 2005 "," Manchester, United Kingdom "," thefragranceshop.co.uk, thefragranceshop.com ","thefragranceshop.co.uk"
" No ","  ","  ","  ","  ","  "," 1966 "," Costa Mesa, California "," vans.com, vans.eu, vans.co.uk, vans.ca, vans.com.au, vans.jp, vans.de, vans.fr, vans.it, vans.es, vans.pt, vans.nl, vans.be, vans.lu, vans.at, vans.ch, vans.se, vans.dk, vans.no, vans.fi, vans.pl, vans.cz, vans.sk, vans.hu, vans.ro, vans.bg, vans.gr, vans.cy, vans.mt, vans.hr, vans.si, vans.ba, vans.me, vans.rs, vans.mk, vans.al, vans.kz, vans.kg, vans.tj, vans.tm, vans.uz, vans.by, vans.ua, vans.md, vans.am, vans.az, vans.ge, vans.kz, vans.kg, vans.tj, vans.tm, vans.uz, vans.by, vans.ua, vans.md, vans.am, vans.az, vans.ge ","vans.com"
" Yes "," FIT "," NYSE "," $10.25B "," $1.7B "," 3,000 "," 2007 "," San Francisco, CA "," fitbit.com, fitbithealthsolutions.com, fitbitlabs.com, fitbitdeveloper.com ","fitbit.com"
" No ","  ","  ","  ","  ",NA," 1983 "," Fort Myers, Florida "," chicos.com ","chicos.com"
" No ","  ","  ","  ","  ","  "," 1975 "," Milan, Italy "," armani.com, armanicasa.com, emporioarmani.com, armani.net, armanibeauty.com, armaniexchange.com, armanijunior.com, armanicollections.com, armanibeauty.net, armanibeauty.co.uk, armanibeauty.fr, armanibeauty.de, armanibeauty.it, armanibeauty.es, armanibeauty.jp, armanibeauty.cn ","armani.com"
" No ","  ","  ","  ","  ",NA," 2008 "," San Diego, California "," glassesusa.com, glassesusa.co.uk, glassesusa.ca, glassesusa.com.au, glassesusa.de, glassesusa.fr, glassesusa.it, glassesusa.es, glassesusa.nl, glassesusa.be, glassesusa.se, glassesusa.dk, glassesusa.fi, glassesusa.no, glassesusa.pl, glassesusa.ie, glassesusa.at, glassesusa.ch, glassesusa.pt, glassesusa.lu, glassesusa.gr, glassesusa.cy, glassesusa.ro, glassesusa.bg, glassesusa.hr, glassesusa.si, glassesusa.sk, glassesusa.cz, glassesusa.hu, glassesusa.rs, glassesusa.ba, glassesusa.mk, glassesusa.al, glassesusa.me, glassesusa.xk, glassesusa.mn, glassesusa.ge, glassesusa.az, glassesusa.am, glassesusa.kz, glassesusa.kg, glassesusa.tj, glassesusa.tm, glassesusa.uz, glassesusa.by, glassesusa.ru, glassesusa.ua, glassesusa.md, glassesusa.ge, glassesusa.am, glassesusa.kz, glassesusa.kg, glassesusa.tj, glassesusa.tm, glassesusa.uz, glassesusa.by, glassesusa.ru, glassesusa.ua, glassesusa.md ","glassesusa.com"
" No ","  ","  ","  ","  ","  "," 1947 "," Annecy, France "," salomon.com ","salomon.com"
" No ","  ","  ","  ","  ","  "," 1862 "," Salt Lake City, Utah "," smithsfoodanddrug.com ","smithsfoodanddrug.com"
" No ","  ","  ","  ","  ",NA," 2011 "," Hong Kong "," casetify.com, casetify.co.uk, casetify.de, casetify.fr, casetify.es, casetify.it, casetify.se, casetify.dk, casetify.fi, casetify.no ","casetify.com"
" No ","  ","  ","  ","  ","  "," 1966 "," Brentwood, Tennessee "," kirklands.com ","kirklands.com"
" No ","  ","  ","  ","  ","  "," 1995 "," Stamford, Connecticut "," lovesac.com, lovesacoutlet.com, lovesaccorporate.com, lovesacfurniture.com ","lovesac.com"
" Yes "," Mouser "," NYSE "," $8.6 billion "," $4.4 billion "," 2,500 "," 1964 "," Mansfield, Texas "," mouser.com, mouser.cn, mouser.de, mouser.dk, mouser.fr, mouser.it, mouser.jp, mouser.nl, mouser.se, mouser.sg, mouser.es, mouser.co.uk, mouser.in, mouser.com.au, mouser.com.br, mouser.com.mx, mouser.com.tr, mouser.ru, mouser.pl, mouser.cz, mouser.sk, mouser.hu, mouser.ro, mouser.si, mouser.hr, mouser.bg, mouser.rs, mouser.gr, mouser.cy, mouser.lb, mouser.jo, mouser.kw, mouser.om, mouser.qa, mouser.sa, mouser.bh, mouser.ae, mouser.dz, mouser.eg, mouser.ma, mouser.tn, mouser.ly, mouser.za, mouser.ke, mouser.tz, mouser.ug, mouser.rw, mouser.bi, mouser.et, mouser.so, mouser.dj, mouser.er, mouser.sl, mouser.lr, mouser.ci, mouser.gh, mouser.ng, mouser.td, mouser.cf, mouser.cg, mouser.ga, mouser.gq, mouser.st, mouser.cv, mouser.sn, mouser.gm, mouser.bw, mouser.na, mouser.za, mouser.zm, mouser.mw, mouser.mz, mouser.ls, mouser.sz, mouser.bo, mouser.pe, mouser.ec, mouser.co, mouser.ve, mouser.uy, mouser.py, mouser.ar, mouser.cl, mouser.br, mouser.cr, mouser.sv, mouser.hn, mouser.ni, mouser.gt, mouser.bz, mouser.pa, mouser.jm, mouser.tt, mouser.ag, mouser.kn, mouser.lc, mouser.vc, mouser.gd, mouser.bb, mouser.dm, mouser.sx, mouser.mf, mouser.gp, mouser.mq, mouser.gf, mouser.aw, mouser.cw, mouser.sx, mouser.bq, mouser.an, mouser.ai, mouser.vg, mouser.bs, mouser.tc, mouser.ms, mouser.ky, mouser.jm, mouser.tt, mouser.ag, mouser.kn, mouser.lc, mouser.vc, mouser.gd, mouser.bb, mouser.dm, mouser.sx, mouser.mf, mouser.gp, mouser.mq, mouser.gf, mouser.aw, mouser.cw, mouser.sx, mouser.bq, mouser.an, mouser.ai, mouser.vg, mouser.bs, mouser.tc, mouser.ms, mouser.ky, mouser.jm, mouser.tt, mouser.ag, mouser.kn, mouser.lc, mouser.vc, mouser.gd, mouser.bb, mouser.dm, mouser.sx, mouser.mf, mouser.gp, mouser.mq, mouser.gf, mouser.aw, mouser.cw, mouser.sx, mouser.bq, mouser.an, mouser.ai, mouser.vg, mouser.bs, mouser.tc, mouser.ms, mouser.ky ","mouser.com"
" No ","  ","  ","  ","  ",NA," 1931 ","  ","  ","soma.com"
" No ","  ","  ","  ","  ",NA," 2003 "," Shenzhen, China "," jlcpcb.com, pcbway.com, jlcjlc.com, pcbcart.com, pcbgogo.com ","jlcpcb.com"
" No ","  ","  ","  ","  ",NA," 1900 "," Hamburg, Germany "," peekcloppenburg.de, peekcloppenburg.com ","peekcloppenburg.de"
" Yes "," NAKD "," London Stock Exchange "," £106.6 million "," £102.3 million "," 156 "," 2008 "," London, United Kingdom "," nakedwines.com, nakedwineclub.com, nakedwineclub.co.uk, nakedwine.com.au, nakedwine.co.nz, nakedwines.se, nakedwines.dk, nakedwines.fi, nakedwines.no, nakedwines.de, nakedwines.at, nakedwines.ch, nakedwines.be, nakedwines.nl, nakedwines.lu, nakedwines.fr, nakedwines.es, nakedwines.pt, nakedwines.it, nakedwines.pl, nakedwines.cz, nakedwines.sk, nakedwines.hu, nakedwines.ro, nakedwines.bg, nakedwines.hr, nakedwines.si, nakedwines.ee, nakedwines.lv, nakedwines.lt, nakedwines.gr, nakedwines.cy, nakedwines.mt, nakedwines.ie, nakedwines.co.uk, nakedwines.com, nakedwineclub.co.uk, nakedwineclub.com, nakedwine.com.au, nakedwine.co.nz, nakedwines.se, nakedwines.dk, nakedwines.fi, nakedwines.no, nakedwines.de, nakedwines.at, nakedwines.ch, nakedwines.be, nakedwines.nl, nakedwines.lu, nakedwines.fr, nakedwines.es, nakedwines.pt, nakedwines.it, nakedwines.pl, nakedwines.cz, nakedwines.sk, nakedwines.hu, nakedwines.ro, nakedwines.bg, nakedwines.hr, nakedwines.si, nakedwines.ee, nakedwines.lv, nakedwines.lt, nakedwines.gr, nakedwines.cy, nakedwines.mt, nakedwines.ie ","nakedwines.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Sacramento, California, U.S. "," dermstore.com ","dermstore.com"
" No ","  ","  ","  ","  ","  "," 1983 "," Redwood City, California "," game.com, game.net, gamestop.com, thinkgeek.com, eb.com, babbages.com, gamestop.ie, gamestop.ca, gamestop.co.uk, gamestop.de, gamestop.fr, gamestop.it, gamestop.es, gamestop.pt, gamestop.nl, gamestop.be, gamestop.at, gamestop.ch, gamestop.se, gamestop.fi, gamestop.dk, gamestop.no ","game.co.uk"
" No ","  ","  ","  ","  ","  "," 1910 "," Kansas City, Missouri "," hallmark.com ","hallmark.com"
" No ","  ","  ","  ","  ","  "," 2010 "," Los Angeles, California "," kickscrew.com, kickscrew.ca, kickscrew.co.uk, kickscrew.eu, kickscrew.jp, kickscrew.com.au, kickscrew.sg, kickscrew.my, kickscrew.ph, kickscrew.id, kickscrew.th, kickscrew.vn ","kickscrew.com"
" No ","  ","  ","  ","  ",NA," 1962 "," Minneapolis, Minnesota "," mpb.com ","mpb.com"
" No ","  ","  ","  ","  ","  "," 1996 "," Austin, Texas "," crucial.com, crucialmemory.com, crucial.fr, crucial.de, crucial.es, crucial.it, crucial.co.uk ","crucial.com"
